"Height","Age","Income","SAT"
73,54,28143.82,946
69,53,18373.65,1135
62,55,11802.63,879
71,35,24302.71,983
70,36,99493.58,875
79,55,38308.46,880
67,42,104927.17,930
65,58,12802.28,911
68,46,47810.25,1302
72,23,39461.5,1253
69,30,41132.64,1357
64,89,94962.39,717
69,58,41229.64,1168
72,61,12640.88,1275
68,41,38864.91,1100
66,22,39629.5,993
64,57,19305.07,1109
70,77,18964.5,1069
72,68,31563.98,550
72,52,62582.98,891
67,59,83397.46,984
66,89,32799.59,984
69,29,29905.72,1261
69,67,93795.02,1172
67,78,30633.77,930
67,37,26960.83,985
63,88,33514.39,753
68,57,57675.46,736
71,58,20513.57,1123
69,75,14575.42,1124
71,65,73324.69,1189
68,28,12725.06,1191
65,84,19979.12,1278
75,19,32568.79,1258
63,47,93841.98,1155
74,49,66973.99,1312
70,79,81336.47,746
75,72,28853.7,1145
67,39,28466.78,943
62,25,17823.31,795
70,78,108016.52,1305
72,53,11036.93,655
68,62,53365.45,888
67,83,24044.84,1350
70,45,34614.79,1170
76,59,56681.49,1205
72,30,37936.8,1290
74,89,37361.27,650
66,60,30185.67,1040
63,64,7481.87,807
67,34,40528.98,1174
71,61,62634.01,740
69,59,50680.88,777
72,50,40726.75,1346
68,71,19600.27,1394
65,75,10668.77,894
71,27,73931.6,928
67,87,43371.28,1410
78,55,5287.66,1119
63,70,64692.68,1169
66,60,54180.78,1182
68,37,31013.88,1122
72,85,8939.7,723
69,85,10161.03,781
70,24,73180.96,1178
67,73,45901.69,953
66,19,92653.55,1240
74,39,39016.97,1093
69,78,22292.65,1234
66,20,31778.92,1291
70,56,64318.21,823
69,59,35838.41,829
69,89,5576.12,1516
73,63,17746.52,941
74,45,25381.74,1014
72,59,24865.6,943
67,71,15627.95,500
69,46,16361.15,1288
70,19,4004.27,1133
64,50,13314.54,1026
68,22,29864.51,945
72,26,18317.38,991
78,66,27016.55,860
71,34,11017.12,749
65,28,4239.77,1145
66,62,15201.85,966
69,76,60799.37,966
64,52,6880.89,1154
68,28,23619.01,1153
74,68,56081.11,1092
73,34,24554.4,1024
65,87,8782.23,843
75,34,34430.49,1528
72,39,50915.44,751
62,21,14253.45,487
67,83,13677.42,936
67,23,85346.51,785
67,47,51235.37,945
74,76,5647.28,1262
68,59,19601.32,814
69,85,26756.83,1069
68,37,36246.63,865
71,42,28694.69,835
71,24,31752.52,1096
66,67,36594.5,1316
65,25,39388.59,509
67,70,64771.7,1345
64,29,80166.22,1471
70,52,31325.1,704
77,22,17318.61,1433
70,60,26398.03,1270
69,87,7921.55,787
73,22,13980.23,1210
68,19,23340.77,802
70,89,52092.16,807
73,78,33817.01,1409
70,51,9849.56,1015
68,87,62174.26,874
68,19,63179.75,1267
65,30,18897.51,760
67,47,5461.93,1118
70,55,36498.56,1521
66,41,48885.28,1252
70,79,22906.57,753
73,83,39769.53,1422
74,68,59573.12,834
65,69,53651.4,568
70,80,33545.58,979
64,61,12542.19,1586
66,66,3148.94,1050
62,50,21675.74,1254
71,22,25337.78,872
72,32,19064.31,872
68,20,30784.35,1312
70,84,42408.58,1043
64,40,85806.32,651
70,62,3493.72,888
66,57,16571.63,827
71,55,37344.67,794
73,75,19291.65,1190
70,69,22862.6,1037
67,75,36317.68,1033
69,33,21284.18,840
66,53,43927.01,821
75,87,39835.1,1432
65,78,31153.6,889
68,55,26936.34,1204
70,33,16217.14,988
70,22,81938.58,939
68,76,37884.4,1185
70,41,36954.62,826
66,86,31598.33,953
66,84,17644.01,708
76,75,33196.16,915
74,27,59493.97,1192
71,43,13275.79,1230
66,81,45373.79,1036
68,83,14743.22,993
70,22,38998.04,1485
73,22,147110.54,1056
65,89,105593.19,1296
68,30,67056.97,812
70,45,20484.53,1058
61,80,70468.06,936
74,23,16953.79,1138
76,19,36524.95,1091
73,86,37288.99,1427
69,30,157199.35,1066
66,68,29989.01,1096
65,84,73117.92,724
67,49,99326.36,1349
74,29,173594,1207
71,22,66054.43,1571
69,87,14756.45,1328
70,54,26067.99,839
60,85,54346.81,1169
70,43,15662.03,1068
72,71,30341.8,826
68,62,128535.3,1052
72,32,58196.37,798
68,79,65394.33,1160
68,63,18840.45,964
71,68,30563.99,825
72,21,15313.89,750
71,61,34863.32,1069
65,86,84649.55,1177
74,28,46110.3,1034
70,59,67133.18,917
68,42,2214.37,683
68,22,41823.44,1064
69,86,41565.3,1203
75,47,75617.38,732
68,49,8493.1,938
70,41,35362.61,1168
70,20,25013.25,916
70,72,39846.43,1454
70,27,10035.9,568
68,44,22177.07,1095
71,40,59819.28,1143
69,39,8671.48,1121
70,65,47773.01,923
74,84,31828.38,886
73,69,5711.61,1057
68,45,23866.92,1093
64,31,13723.73,993
70,70,67514.32,1471
72,34,22287.44,730
68,32,36625.61,953
62,48,23648.25,1014
69,47,14311.33,1155
72,26,55174.08,1493
78,74,13172.53,1049
72,72,34206.28,1379
71,83,37681.09,740
77,61,30430.55,954
67,81,98103.1,960
76,25,31667.54,1115
69,41,18385.43,1203
67,47,47757.05,942
68,78,25523.75,1515
75,53,85503.92,1450
69,25,29887.54,918
72,27,25149.87,776
76,39,5612.84,1127
75,89,16707.39,962
68,59,65325.88,692
67,66,30533.59,1168
67,42,34350.8,1088
69,66,49098.64,968
67,72,37736.74,1262
63,62,13509.61,687
72,19,18762.56,877
73,79,89332.78,1370
66,75,91759.61,1160
70,20,41400.62,1105
68,75,21909.52,1026
65,27,26852.77,1293
78,83,42513.26,1262
69,64,41829.69,986
71,37,37259.65,1027
68,55,32627.46,805
76,62,77965.48,1204
70,55,26450.78,1344
69,62,8930.14,1370
67,61,34534.48,1319
67,88,33464.58,1287
69,63,32656.14,974
65,43,61637.2,1600
73,43,45214.23,993
69,56,8430.05,660
65,29,14336.37,1120
71,86,47560.39,968
67,52,61393.4,782
68,71,70693.22,978
69,47,62703,681
64,27,21382.2,1028
68,73,26336.78,974
72,70,107206.85,1116
67,33,49421.55,959
70,76,68435.48,928
67,81,75212.27,894
65,77,29574.02,1043
69,74,17436.21,844
62,84,70080.35,860
73,62,19604.37,789
71,69,35534.59,717
67,54,35074.44,1108
68,36,16979.42,827
70,34,2837.38,1253
68,59,37884.92,894
69,78,33232,1088
70,70,50458.09,1289
68,30,43891.05,1162
67,29,39150.92,1391
62,20,27577.2,981
77,22,27567.26,1307
68,74,79329.43,1395
68,58,70987.1,1107
76,60,44301.95,1074
73,66,22969.26,1053
67,50,29876.48,792
74,50,41225.67,891
69,36,59079.96,1048
72,36,36070.65,1111
67,27,11300.04,964
71,27,30450.05,1192
63,44,24376.54,1054
69,29,10108.76,1002
70,19,15760.54,1274
60,40,46077.36,971
64,76,21763.78,997
67,84,67274.5,1142
67,87,64055.56,1159
66,69,30727.93,1096
65,89,13396.28,1221
72,49,3252.06,987
74,29,39611.9,1086
65,46,67105.16,1165
67,48,23691.13,1207
60,25,18069.35,848
69,66,65656.25,985
64,54,17066.48,963
69,28,45881.8,982
68,84,15327.47,1149
72,65,20044.77,768
73,76,59539.65,943
75,51,65572.6,910
64,67,29094.1,1081
71,63,30697.06,1125
75,73,12832.26,1308
62,40,20411.76,1248
74,46,40543.61,1160
76,82,31200.57,950
68,42,32450.7,832
66,49,84442.65,855
65,66,32524.52,974
74,60,17892.42,1096
70,75,72809.68,963
65,47,30495.67,874
67,43,55578.85,521
68,33,42883.09,1121
72,30,41405.12,759
70,45,62581.11,845
75,33,20383.99,973
69,35,12422.23,1378
66,40,15053.74,1449
71,40,41634.21,1043
66,63,98073.78,1177
62,32,55882.95,1151
73,19,47735.52,1196
73,89,18882.17,767
69,76,15330.44,1199
70,33,70362.96,817
62,39,7834.58,998
69,87,29777.64,1304
66,20,9414.15,933
78,23,52246.06,1138
73,28,33640.39,1190
69,27,30544.57,1287
67,76,33795.31,1002
59,39,29430.19,784
64,31,62758.23,1344
69,32,62465.6,1004
72,50,41410.69,1117
75,55,48577.28,986
70,53,25966.26,1405
64,77,48999.14,1033
72,42,12064.24,1496
68,29,23430.51,1059
70,67,69859.03,1059
67,87,36316.94,1138
70,71,6423.99,621
68,66,59747,886
68,19,40794.34,913
68,51,32996.75,915
69,25,7872.24,786
72,21,93364.6,1185
66,52,67238.77,989
73,65,42996.25,1154
71,25,23010.22,1152
66,42,29463.41,1335
63,58,37945.82,1037
75,44,11655.06,1127
67,33,37613.51,739
70,88,14903.23,698
74,82,21079.3,818
64,19,44899.98,1036
60,60,12725.53,1295
70,42,44185,1091
74,80,60468.66,966
66,26,59713.51,985
71,66,65801.45,1399
68,49,43704.86,869
69,33,37068.02,1352
69,34,18101.54,717
73,43,58626.13,974
73,73,52494.11,1157
79,27,19789.27,1141
67,42,38790.55,900
72,83,52535.16,1130
63,76,18766.27,1062
64,37,14463.41,952
68,58,38319.62,1275
78,46,37719.59,886
71,57,29042.77,965
74,84,35131.59,1095
70,34,24297.26,1136
65,62,8588.62,812
74,55,125246.02,946
74,51,13693.4,990
73,28,141090.08,888
62,72,72221.59,796
65,37,28617.05,1185
70,44,13011.3,1052
72,79,5770.94,918
70,64,47485.17,1333
67,55,16543.16,1234
74,36,31763.3,1028
68,43,78391.39,1065
71,25,87295.2,1236
72,60,9546.92,788
62,28,12869.48,1105
68,62,17734.07,1214
72,65,26058.77,1104
74,35,35216.62,863
73,36,41322.26,1263
64,83,11600.86,1067
72,36,9883.41,879
63,86,49202.43,778
71,71,94628.66,1235
72,32,12808.51,902
73,86,12840.2,1114
69,40,9064.56,823
69,42,82833.19,947
69,41,29319.79,779
74,84,13820.37,1402
68,57,21663.77,1023
73,66,14479.52,1041
70,38,20464.1,660
72,79,1915.98,818
70,74,85785.48,818
68,26,40958.36,1108
71,76,21332.25,980
68,81,18576.43,1062
71,66,17323.42,454
66,22,12817.69,576
70,85,48285.84,1388
64,85,32352.52,1035
67,86,12982.67,876
63,47,41396,851
71,32,56168.28,631
76,45,91976.32,951
69,76,68817.99,1144
66,58,38100.4,1133
62,46,80989.41,870
61,88,30625.02,1081
69,31,16008.37,1006
70,69,37477.55,925
71,18,22544.11,1530
72,26,136545.37,1011
70,58,76663.96,999
76,79,90821.76,1050
67,42,48973.86,810
69,51,20107.69,898
75,59,71897.87,1555
80,51,9170.45,1041
73,69,67870.2,898
70,75,44719.44,866
68,43,97502.71,1009
65,38,37358.94,1258
68,19,13463.71,1129
76,69,32655.97,755
69,27,17435.29,1036
71,66,25785.85,872
75,38,5126.89,1132
67,23,20868.09,1149
71,30,14813.02,893
70,29,154686.02,944
70,19,81612,1085
74,48,47763.2,1016
68,67,68088.26,794
59,63,35265.89,935
71,43,79330.43,993
74,33,132559.47,1342
70,84,25541.82,888
75,20,109295.58,1178
70,52,28403.85,729
78,43,14147.17,981
70,53,68607.77,905
73,42,11914.85,1364
75,43,33215.34,1038
72,58,26685.61,903
66,40,32816.61,1278
71,59,33052.43,580
68,51,41709.69,1317
71,81,60486.01,1005
74,49,17849.43,1043
67,24,35853.27,1403
68,31,26727.32,1373
65,31,56641.52,1600
66,60,16252.73,1010
65,45,18908.89,648
72,89,50872.56,1057
65,39,45586.4,1014
65,49,31071.78,888
72,27,18296.1,997
72,68,17153.92,930
70,80,95803.31,1242
66,42,36846.35,1120
70,25,32361.67,933
64,42,24271.47,1176
66,61,63717.68,1133
70,69,30779.31,1242
73,22,29240.67,1031
68,81,97683.2,901
71,77,35901.46,991
69,55,14636.12,787
66,60,20454.81,1350
72,35,8134.13,1045
67,52,26250.81,876
78,79,29960.03,861
74,19,47328.5,1042
69,39,44668.66,998
67,39,30159.39,1186
72,42,61842.82,799
75,33,46644.37,958
63,37,25100.15,990
68,63,7002.26,761
64,83,59359.13,1091
62,87,102691.44,1551
66,87,8465.94,1165
62,62,38487.2,1227
72,69,3426.34,683
69,20,43959.48,1431
60,22,97977.46,656
70,76,33573,913
73,52,25996.53,1049
62,82,71146.06,1186
74,48,35977.97,1312
72,19,42444.68,1118
68,63,16651.55,1176
73,82,44984.52,761
74,88,131230.72,1220
66,23,31490.96,1037
70,73,76211.54,720
67,34,36695.3,1017
68,62,49315.6,1172
75,81,28052.22,1352
65,34,8092.95,1073
70,51,11617.94,1049
64,46,9448.78,971
68,43,100794.53,1262
69,24,47901.95,967
68,33,21061.06,1157
67,22,44454.37,729
65,51,35216.51,912
75,75,91177.77,795
77,73,13977.83,1245
70,46,86525.78,1502
66,56,34522.41,1308
64,47,30026.52,1088
71,44,20730.79,1373
67,22,24590.56,1005
69,18,61479.5,983
73,53,82307.54,858
67,37,35293.18,979
70,54,52013.6,1044
77,60,23213.71,845
67,73,8629.63,1295
68,44,26321.69,1105
67,77,76585.08,1061
67,25,8880.66,881
73,34,9225.42,1243
69,80,8715.95,909
69,36,8783.83,1224
64,25,74012.49,1191
59,40,74078.55,1043
70,66,40462.16,1187
63,24,19392.22,1247
71,22,33218.16,949
63,70,23962.59,1105
71,36,30592.56,1196
64,53,133592.18,1246
71,75,37258.99,925
70,68,6521.3,1221
72,81,38590.32,868
74,35,27620.87,1078
63,67,40195.52,1237
74,37,12967.12,1318
66,81,50791.96,984
71,79,7141.32,969
70,39,20584.35,664
67,22,7321.15,1038
70,18,44301.45,1318
69,56,7503.4,868
65,52,9070.14,1205
67,65,27952.68,914
67,37,34461.75,1346
74,57,22149.93,1261
69,78,78469.47,751
70,44,14078.1,997
66,19,64667.37,1268
71,67,7082.63,746
66,89,20902.14,1540
70,72,11269.38,816
60,41,22195.47,820
69,30,33563.58,1400
65,30,11098.98,976
65,69,23466.69,970
77,89,51753.82,1289
64,52,18329.87,1042
70,40,88293.28,1126
64,62,41701.92,1019
61,20,49584.14,901
69,50,91868.77,610
70,85,21660.83,1329
68,24,34622.25,1303
68,53,32527.86,987
77,82,49362.9,1110
70,66,24810.33,1085
66,64,21362.9,847
67,32,21254.73,1168
77,18,76553.91,937
75,40,28460.41,1398
66,35,37453.62,954
65,44,11671.76,1009
73,30,11307.87,1572
71,88,14845.17,985
68,36,13857.78,772
67,68,13542.23,1541
69,88,44932.84,1142
70,81,50538.2,1552
74,89,89978.8,924
69,43,47913.07,756
76,55,46773.42,1137
64,61,124196.99,1223
73,88,36757.83,1354
71,68,20783.18,1165
77,85,31300.28,947
70,40,21990.76,1082
70,80,28973.69,1096
67,55,50195.38,948
63,47,30108.76,869
69,86,16014.88,1109
72,48,45245.09,721
66,29,17401.23,1003
72,37,40541.64,979
69,46,61358.71,944
64,36,29905.54,903
66,57,45462.21,841
74,49,19293.24,841
72,62,31739.56,952
67,35,21340.65,921
70,31,28300.13,955
75,41,7072.18,979
70,66,13984.82,906
66,55,36314.37,1034
69,65,34964.86,947
68,76,28975.17,1091
66,78,4777.84,1090
71,51,98353.63,1128
65,26,60445.34,1495
69,71,59997.48,1128
71,19,21854.32,735
72,25,28831.08,1142
69,69,5441.18,1222
74,27,21284.41,1064
68,63,12566.86,1379
69,81,16385.81,1122
68,31,60729.27,896
72,58,10108.81,838
67,55,60015.69,1267
69,54,40579.06,812
67,79,19498.98,1097
73,68,19064.4,1075
69,59,9027.57,618
73,87,19641.14,998
78,77,61398.33,1139
62,37,54564.67,1128
78,52,106842.67,1168
69,40,40777.98,918
68,59,39809.28,957
69,67,1783.69,857
69,77,57189.02,1048
64,73,67214.89,697
67,27,49242.7,992
63,82,44645.44,787
73,49,16284,1309
67,55,44098.16,1169
75,86,62816.94,649
64,36,37242.77,999
69,64,96602.48,1322
67,64,17768.65,947
70,30,70301.56,943
66,62,43684.17,1088
69,78,15180.88,994
71,50,6603.84,1330
72,25,26070.6,981
72,70,43212.47,1097
79,43,70299.84,1030
72,51,32192.98,861
65,85,26915.13,1120
67,27,33314.45,1172
67,61,17990.13,1310
67,80,4045.24,1289
74,22,25912.04,1017
67,62,16458.94,711
66,69,4851.26,1171
64,87,3036.62,929
68,27,25383.5,771
67,51,41735.67,1152
67,44,12255.3,865
69,60,66631.57,1117
67,23,35626.5,939
70,45,5515.06,943
69,53,25356.64,1274
67,57,29892.22,978
69,24,10775.04,1150
70,47,42327.84,1078
73,44,7522.85,1193
69,61,36272.16,1304
69,62,16255.03,1024
73,40,38581.84,1016
70,64,17531.12,891
69,41,33236.15,1403
73,33,12428.26,1217
75,19,34809.67,1131
68,34,1008.25,887
73,64,36232.33,1080
67,60,41578.34,1082
64,40,67228.38,882
69,35,5148.07,990
66,34,14994.75,1228
70,63,18837.56,641
76,76,18702.29,1051
71,78,30744.49,784
75,31,16714.11,1387
72,32,12779.78,1053
67,81,4685.81,1353
75,42,32445.96,791
75,26,98881.41,740
65,34,24205.81,1281
66,22,81297.01,1036
67,79,10022.66,1053
74,80,42738.23,950
73,79,57833.68,982
77,83,16178.44,896
71,56,35098.53,1016
71,25,9182.04,1437
75,78,60689.5,1053
66,82,20318.99,1070
66,88,70617.75,1214
77,40,24809.13,1183
65,68,16845.29,1080
69,42,15324.34,737
68,26,20719.73,1001
69,54,63302.34,644
68,26,58971.3,478
70,73,35918.49,1283
72,70,29414.07,1164
65,60,18192.03,1000
69,21,34704.1,950
63,20,202176.9,779
67,63,61734.04,873
63,18,22859.71,634
64,49,106027.3,1459
72,71,18820.4,785
68,23,22879.74,1344
61,73,38376.18,1135
70,20,45061.6,1225
59,58,24926.71,762
70,60,2726.16,779
63,65,18165.03,1148
78,50,2180.58,1454
67,29,21448.98,1175
71,48,82597.21,814
66,40,57493.79,1366
72,66,11948.02,1070
65,66,50603.31,1123
73,65,17113.73,1108
67,50,43466.38,940
69,72,8612.48,1079
74,39,24146.05,1150
68,75,35909.11,1190
67,59,30083.71,863
68,34,28557.31,1343
72,57,54492.4,908
63,51,5068.27,842
67,43,22686.62,1138
69,71,16882.75,1050
69,66,3093.53,1333
68,63,3022.12,894
68,55,28913.24,1045
67,76,19646.58,1003
69,51,24661.84,1127
67,60,12961.26,860
69,34,30395.36,1253
69,85,33441.66,1035
71,89,189537.9,1000
68,26,19583.55,1137
66,41,20375.52,966
69,44,48120.99,1003
72,65,65797.02,980
63,50,85485.55,963
75,60,39432.12,726
63,55,6523.09,1185
69,34,35979.11,1234
74,28,20308.76,654
75,66,88923.77,1136
74,44,58844.57,905
69,37,148912.78,940
72,59,34744.66,1168
70,53,16035.93,1374
66,36,27018.91,1060
71,55,86538.07,1218
70,33,93346.82,1230
66,31,50900.13,1072
68,54,47019.01,1395
69,43,128153.28,1196
72,31,40219.12,830
67,65,26755.56,1154
68,33,22740.98,880
70,82,117251.5,723
66,20,65252.59,1009
69,30,45968.79,1107
65,73,47962.96,1018
66,84,65507.58,1115
68,70,18158.17,736
66,52,49028.51,848
68,23,8195.74,962
67,36,20026.88,1345
67,63,68313.33,1124
68,24,71459.43,1060
67,18,42652.06,1388
65,23,23163.65,1211
64,59,36431.13,1265
72,82,60508.11,1091
72,32,45612.13,1116
66,26,50097.12,400
72,33,23605.15,709
67,32,48630.85,1350
70,41,17617.91,960
69,30,19485.69,1009
66,49,4421.2,1230
70,51,37655.88,1112
69,85,7630.2,1212
69,43,8414.74,798
64,78,6611.14,855
67,22,49558.89,1116
65,24,107294.01,1041
67,75,37154.02,1206
68,75,30874.4,958
69,58,57718.39,937
69,56,50733.47,1029
70,73,87403.82,1209
69,67,72488.61,1089
75,51,12546.66,1070
72,28,34086.36,1153
75,27,43146.06,911
70,26,19499.65,1555
70,22,17149.53,1173
66,68,51565.61,1379
70,67,36759.16,1178
62,36,74307.83,1104
70,30,37927.14,1007
60,54,40636.92,1079
67,63,77870.75,1125
65,88,52456.81,1056
68,21,12632.35,888
71,25,98083.51,758
70,24,7935.52,995
74,78,32915.36,1208
70,68,26020.79,1173
70,35,51055.42,1199
68,61,27640,1104
73,36,77491.08,930
71,24,15742.88,1021
69,60,33870.5,1307
73,44,32291.18,1299
68,22,34463.83,1022
71,63,23774.86,1081
78,42,35970.66,1384
66,29,25094.91,963
75,28,27299.48,1142
75,66,27313.62,1138
71,31,14374.73,1122
66,63,80982.73,1049
69,58,40440.55,1240
65,22,20662.98,1164
63,46,9389.71,1113
66,37,11917.85,803
67,67,27696.43,1195
73,57,49204.86,1197
72,34,25674.03,1017
70,71,69402.76,962
71,61,25246.32,1230
73,45,15921.81,1223
74,61,58632.71,1259
62,21,50630.55,1299
72,24,43076.81,1271
79,51,8934.43,1191
64,76,14211.98,463
69,48,23752.42,1293
68,61,62954.44,731
72,80,58159.46,996
69,45,54475.5,1192
66,55,8400.35,1008
73,86,42527.07,1118
68,52,46135.34,833
70,84,63457.82,1449
72,21,33414.86,1276
68,67,60648.67,995
76,78,33975.24,1201
68,89,29467.9,1037
66,42,18653.42,972
70,46,13841.73,1099
72,88,21651.39,1265
71,72,63983.79,1133
66,54,42467.36,606
67,25,100562.51,1314
72,42,11406.97,998
62,30,17379.59,995
71,77,90098.03,958
71,74,32659.51,701
62,23,10309.88,1357
62,27,16920.78,1111
65,84,66792.21,1248
68,61,21735.73,1142
69,72,46372.2,825
71,21,51193.1,1115
68,47,29148.63,1102
64,69,28073.97,1276
69,42,73219.15,1270
71,85,48097.72,1600
69,55,102033.74,1009
64,81,46635.53,914
76,54,15411.5,888
70,44,40655.26,1015
71,61,22412.73,1008
63,82,64283.31,1005
67,63,68086.54,1094
64,47,24782.34,1314
63,85,42914.79,1250
69,49,28349.03,915
66,87,24990.15,1171
66,67,95214.98,1179
70,23,102966.04,988
69,54,69227.69,1183
76,46,25590.36,1072
74,24,58273.78,1009
71,20,18514.83,1095
71,27,17859.11,1540
70,74,21245.6,1101
69,86,70867.94,1053
63,54,33633.53,889
73,75,17908.08,974
68,66,27256.2,1407
73,47,5564.35,616
68,78,37212.69,684
68,49,40586.72,879
67,72,79306.25,1204
66,55,80592.4,1214
73,26,10123.5,997
74,59,70788.17,847
73,24,14285.92,860
66,75,19952.01,702
73,72,70524.66,1288
69,38,37108.66,903
74,37,40525.58,1118
72,44,56730.29,1430
64,37,3376.38,752
72,50,85122.85,1222
71,64,58951.06,816
68,81,15330.09,1228
75,68,12255.41,967
72,39,28069.16,895
69,54,77739.03,928
72,55,74670.13,1113
73,74,17276.88,1303
74,77,11726.4,839
72,25,43536.21,1068
69,44,73533.72,1379
70,87,24399.9,813
68,88,64326.81,1146
73,85,26514.05,1357
64,31,38094.07,1147
68,25,16573.37,700
64,47,37739.32,952
66,83,86561,1268
74,49,12717.93,1142
66,20,13774.83,890
64,77,18807.48,1171
61,71,24094.76,1339
60,32,20563.37,700
74,39,31030.67,1472
70,43,76656.3,1060
75,37,33499.02,951
66,45,38774.56,923
64,58,69394.83,1255
65,32,3978.3,929
70,57,46677.72,1338
62,80,1240.61,1327
63,58,44492,784
67,59,22945.06,866
70,29,19748.92,675
69,21,43447.33,727
66,55,81473.68,1307
68,86,31020.6,1038
61,58,44358.98,1042
63,57,15673.71,1341
71,69,16786.02,1217
71,36,76827.84,1057
70,41,14335.73,1352
77,65,51459.1,1053
74,29,51160.32,1258
73,21,10330.48,1128
70,18,29086.01,978
74,79,137442.27,731
64,78,20122.35,1428
72,62,7401.69,1121
70,56,70991.85,1103
61,40,34625.18,1120
66,77,62917.66,1326
68,65,65844.06,1386
64,69,12967.56,1121
63,45,25218.32,1101
66,68,27442.55,839
62,83,18243.12,1363
67,86,99910.15,967
67,27,31741.97,1085
73,47,16793.86,1042
69,47,7326.54,1362
71,18,32565.2,990
70,66,41750.97,743
73,40,59743.37,1138
65,50,63630.17,963
66,38,2854.55,1297
67,24,28259.2,1535
61,45,44871.49,1382
76,60,38847.21,731
71,26,34420.34,1205
71,53,29934.34,1192
66,54,70588.15,972
67,43,19122.27,657
70,75,81405.17,1079
70,31,13829.65,1045
77,70,22857.47,1269
72,79,26792.37,1134
62,45,79942.58,1113
71,80,3206.69,1303
74,82,39270.97,1130
70,24,71884.44,809
70,50,46896.81,940
68,41,15047.79,1356
70,64,19682.9,1169
73,50,26035.78,951
66,72,34092.03,783
71,60,30087.12,993
69,66,30591.1,1048
69,43,77043.7,1333
71,87,29534.44,1241
72,43,8607.88,1146
66,48,39190.11,962
68,70,74457.9,1147
66,50,3948.73,1190
80,42,38132.27,1600
71,75,57175.49,1066
67,36,34785.13,1200
66,41,24211.09,1001
67,52,110615.02,1507
68,69,25804.56,964
78,66,40486.79,1036
69,28,91147.63,869
73,89,48813.54,988
68,81,67152.9,861
70,73,81984.01,1246
71,45,39192.34,1244
68,53,31969.39,764
76,77,26194.23,919
70,35,44077.63,1124
69,30,28798.39,952
65,66,17050.41,722
72,83,15837.29,886
61,35,22774.76,999
71,73,53175.71,1056
70,44,64534.92,1134
69,82,66431.52,1088
66,68,22429.69,1091
72,18,82544.49,1555
59,39,92188.34,1284
63,54,45230.27,1254
78,26,69679.96,1048
70,71,13506.76,993
68,63,39850.63,1053
68,55,9886.15,1123
69,31,6753.07,1085
72,73,28575.2,1144
68,36,20298.37,951
73,83,33410.78,938
76,89,67696.33,1080
62,77,77514.39,981
68,69,59436.98,834
72,19,81503.85,969
66,18,99721.63,1042
66,78,14726.54,1147
63,77,28028.91,1014
73,43,22573.93,1414
74,33,5014.79,1176
62,20,24122.95,467
66,20,7430.22,1052
67,83,87306.41,911
66,57,14351.9,1020
63,52,19794.2,921
67,66,16935.21,804
75,59,108979.41,954
64,79,12634.14,1271
66,59,20632.75,890
69,75,75371.26,862
77,57,39675.47,1057
71,89,36420.69,1145
72,79,5015.33,851
64,59,45368.61,1352
70,70,45383.72,751
61,74,43341.9,1186
68,67,30360.33,861
75,28,48172.07,832
71,42,24259.22,655
73,52,23235.87,945
71,24,77348.41,1203
68,74,19602.56,946
69,62,35171.49,1170
68,34,35056.88,895
73,22,32173.2,1182
64,84,18168.66,875
74,18,68797.41,1143
73,37,64432.65,971
66,18,32108.41,1048
77,29,38307.36,1111
66,33,40196.84,886
64,61,21357.1,1126
69,73,82309.97,1134
72,22,18642.14,1294
73,56,34498.15,600
72,18,18345.91,1333
61,78,25535.74,1072
70,40,40525.94,1075
71,25,24962.38,1163
70,59,62115.17,1405
65,20,52084.8,1155
72,88,17564.58,1088
70,58,42093.74,1241
67,26,6630.6,862
73,79,15461.94,1130
74,26,36329.98,1040
65,32,55629.04,942
69,54,48264.59,959
61,26,50068.48,1147
65,45,27091.73,1099
70,77,52995.78,798
68,88,201672.73,1050
75,66,18526.07,1170
66,42,77492.72,909
69,89,81019.81,1256
70,19,24435.83,1119
78,54,8617.57,827
67,25,8585.29,1092
68,86,43853.85,1274
66,51,83023.46,1256
65,72,23745.87,1471
71,21,83763.05,1086
67,67,24245.83,1329
70,46,45676.7,1141
78,50,41571.35,760
72,29,7454.06,985
70,30,29099.03,837
64,52,17919.3,683
71,40,36672.54,1272
68,30,49927.33,1025
71,55,59855.59,1458
73,50,399.93,1027
69,25,19846.82,969
70,43,4281.71,653
77,48,47707.94,1069
72,76,52024.78,1215
70,58,17999.93,839
65,54,76234.02,1176
68,20,62319.85,1041
69,74,9366.73,710
71,45,85494.88,864
69,47,21363.5,1112
68,81,20994.14,1073
70,29,39533.48,1296
68,39,36109.27,1172
70,66,54427.28,647
64,43,32863.34,1292
69,36,38358.34,1142
74,61,37237.26,909
66,49,12711.67,906
74,87,46978.26,1095
72,80,59786.89,904
71,83,8522.45,850
76,83,10640.59,1305
72,78,23560.63,716
66,27,85185.74,1084
72,32,36158.5,902
66,30,36092.73,894
72,50,15875.72,1036
72,29,14926.13,1438
71,38,24082.44,835
73,52,30033.18,1282
65,58,21411.75,1231
66,77,1919.33,668
69,45,1851.18,1227
68,75,87536.87,1176
67,60,27431.26,1403
70,76,37019.17,1243
71,71,89727.41,1126
64,74,101226.33,1341
73,63,44570.64,968
65,56,50704.93,1136
71,72,12316.63,1266
67,28,51212.83,979
73,48,67269.79,913
70,50,18425.19,774
62,36,25457.04,1083
73,20,28808.66,1245
71,52,60747.09,1307
73,33,23127.21,1238
